            Instance |     Method |               Status |      Value |      RAM |   Best (s) | Proved (s) | Solution                                                                        
                  30 |        lns |       open(improved) |      14697 |     0.00 |       0.27 |       N.A. | 5 5 5 7 4 4 4 4 4 8 8 8 8 8 8 0 6 6 6 6 6 6 1 0 9 0 0 1 1 3 3 9 0 1 2 2 3 9 9 9 2 1 3 1 1 2 2 2 3 0 
                  31 |        lns |       open(improved) |       9757 |     0.00 |       0.16 |       N.A. | 4 4 4 4 4 8 8 8 8 9 9 9 5 5 2 2 2 2 2 2 2 3 3 3 7 3 7 7 0 0 0 1 6 0 1 7 7 3 1 1 5 6 5 9 7 7 0 0 3 1 
                  32 |        lns |       open(improved) |      11929 |     0.00 |       2.85 |       N.A. | 6 6 6 6 6 6 6 6 6 5 5 5 5 5 2 2 2 2 2 9 4 4 4 4 4 9 9 7 4 4 1 7 3 3 1 8 4 1 9 8 7 7 8 3 9 9 0 0 3 1 
                  33 |        lns |       open(improved) |      13150 |     0.00 |      14.17 |       N.A. | 3 3 3 3 3 2 2 2 2 6 6 5 5 5 5 5 9 9 9 9 9 9 7 8 8 4 9 0 0 0 4 1 7 0 4 4 7 7 7 8 8 0 0 1 1 8 0 0 0 4 
                  34 |        lns |       open(improved) |      15671 |     0.00 |       1.42 |       N.A. | 6 6 6 6 1 1 1 1 1 1 1 5 5 5 5 2 2 2 8 8 8 8 8 8 9 3 3 8 4 4 9 9 9 7 7 3 3 7 7 4 4 4 4 3 2 7 0 0 0 4 
                  35 |        lns |       open(improved) |      15563 |     0.00 |       0.25 |       N.A. | 7 7 7 7 7 7 7 2 2 2 2 2 9 9 9 9 9 1 1 1 0 0 0 0 0 5 8 5 5 5 5 6 6 3 8 4 4 4 4 3 3 6 3 8 8 4 6 6 4 4 
                  36 |        lns |       open(improved) |      14195 |     0.00 |       0.14 |       N.A. | 8 8 8 8 8 8 3 3 3 3 3 3 2 2 2 5 5 5 5 5 7 1 9 9 9 9 9 4 6 6 7 1 4 4 0 4 6 7 7 0 0 0 0 0 1 4 7 0 0 0 
                  37 |        lns |       open(improved) |      12628 |     0.00 |       4.89 |       N.A. | 8 8 6 6 6 6 5 5 5 5 5 5 5 5 0 0 0 0 0 3 1 4 1 9 9 3 4 3 9 2 1 1 4 9 9 3 3 3 3 2 2 2 1 1 1 1 1 7 7 4 
                  38 |        lns |       open(improved) |       8705 |     0.00 |      25.32 |       N.A. | 3 3 3 3 3 3 3 3 3 1 1 1 0 0 0 9 7 6 6 2 8 7 4 8 9 9 4 2 2 8 4 2 5 9 9 5 5 2 8 6 5 1 9 0 9 7 6 2 8 5 
                  39 |        lns |       open(improved) |      15371 |     0.00 |       4.72 |       N.A. | 2 2 2 2 2 1 1 1 1 8 8 8 8 8 8 4 4 4 4 4 9 9 6 7 5 3 7 7 0 9 3 7 0 0 9 6 5 9 7 7 7 5 9 6 3 3 0 0 5 3 
                  40 |        lns |       open(improved) |      14809 |     0.00 |       2.32 |       N.A. | 6 6 6 6 6 6 7 7 7 7 7 7 3 3 3 3 3 3 3 5 5 4 4 4 4 0 1 8 9 9 4 8 2 5 5 5 0 2 1 2 5 5 0 0 2 2 1 1 2 2 
                  41 |        lns |       open(improved) |      13410 |     0.00 |       9.38 |       N.A. | 7 7 7 7 7 7 7 7 9 9 9 9 9 6 6 6 6 6 5 0 1 5 5 3 8 8 8 8 0 0 3 4 4 4 2 2 2 3 4 4 3 3 4 4 1 1 1 2 2 3 
                  42 |        lns |       open(improved) |      15850 |     0.00 |     482.57 |       N.A. | 3 3 3 3 3 1 1 1 1 2 2 2 2 2 4 4 4 4 4 4 4 9 9 5 5 5 5 5 0 9 9 8 7 8 8 9 0 0 6 6 7 7 6 6 5 0 0 0 9 5 
                  43 |        lns |       open(improved) |      13290 |     0.00 |       0.15 |       N.A. | 3 3 3 3 3 3 3 3 5 5 5 5 5 6 6 6 2 7 7 7 0 1 4 4 2 8 7 7 1 9 9 9 9 2 0 9 9 0 0 2 2 2 8 0 1 1 2 8 0 0 
                  44 |        lns |       open(improved) |      12707 |     0.00 |       5.69 |       N.A. | 0 0 0 0 9 9 9 9 3 3 3 3 3 3 5 5 5 5 4 7 8 2 2 2 2 2 2 1 4 4 6 8 2 1 1 8 8 8 6 6 6 1 7 8 2 4 4 6 1 2 
                  45 |        lns |       open(improved) |      13415 |     0.00 |       0.06 |       N.A. | 2 2 2 2 2 2 5 5 5 5 1 1 1 7 7 7 7 4 4 4 4 4 4 3 9 0 0 8 8 8 6 6 0 0 8 8 3 1 8 4 1 7 7 8 8 6 9 3 3 0 
                  46 |        lns |       open(improved) |      15375 |     0.00 |       0.23 |       N.A. | 6 6 6 6 1 1 1 1 1 4 4 2 2 9 9 9 9 5 5 5 5 7 3 8 0 0 0 0 0 0 0 3 3 3 3 7 7 7 7 7 8 8 3 3 8 8 0 5 5 0 
                  47 |        lns |       open(improved) |      14586 |     0.00 |       0.30 |       N.A. | 2 2 2 2 2 1 1 1 1 3 3 3 3 3 3 3 3 3 9 9 9 9 9 8 5 5 4 4 4 0 0 7 7 7 6 6 4 4 4 0 0 5 6 6 6 0 0 0 5 7 
                  48 |        lns |       open(improved) |      12763 |     0.00 |       0.23 |       N.A. | 4 4 4 4 9 9 9 9 9 9 9 8 8 8 0 0 0 0 0 0 0 1 1 1 7 7 3 3 3 6 6 6 6 5 5 6 6 5 1 1 3 3 7 3 6 2 1 7 2 2 
                  49 |        lns |       open(improved) |      17378 |     0.00 |      26.75 |       N.A. | 4 4 4 4 4 2 2 2 2 2 2 2 2 1 1 1 8 8 8 8 8 8 8 0 0 0 0 0 0 5 9 9 7 6 5 1 3 3 9 7 7 6 5 5 3 3 7 6 3 3 
                  50 |        lns |       open(improved) |      11151 |     0.00 |      18.41 |       N.A. | 5 5 5 5 4 4 4 3 3 3 7 7 7 7 7 2 2 9 9 9 0 1 8 8 6 0 0 0 0 0 1 8 8 6 1 1 8 6 8 9 9 0 1 6 6 6 0 1 1 8 
                  51 |        lns |       open(improved) |      10888 |     0.00 |       0.14 |       N.A. | 1 1 1 1 1 1 8 8 8 8 8 8 4 4 4 4 7 7 7 7 2 3 4 6 3 3 2 2 2 6 6 6 3 9 2 6 3 3 3 9 5 0 9 3 3 5 5 0 0 5 
                  52 |        lns |       open(improved) |      14814 |     0.00 |       1.55 |       N.A. | 4 4 4 4 1 1 1 1 1 1 1 5 5 6 6 6 6 6 8 8 7 5 5 5 5 0 8 8 8 2 7 7 2 2 2 2 9 9 3 0 0 7 9 9 9 2 0 0 3 3 
                  53 |        lns |       open(improved) |       7757 |     0.00 |     576.35 |       N.A. | 6 6 6 6 6 3 3 3 1 1 1 1 1 4 4 4 4 4 4 8 5 4 8 8 7 7 0 0 0 2 5 9 9 7 7 2 8 0 0 2 7 9 9 8 0 7 7 7 2 5 
                  54 |        lns |       open(improved) |      10238 |     0.00 |      23.15 |       N.A. | 7 7 7 7 7 1 1 1 1 1 6 5 5 5 5 5 5 3 3 3 3 8 6 9 0 6 6 6 2 2 4 4 6 9 4 8 4 4 0 2 8 8 2 2 3 4 5 4 0 2 
                  55 |        lns |       open(improved) |      10611 |     0.00 |       0.04 |       N.A. | 3 3 3 3 3 3 3 3 3 3 2 2 2 0 0 0 0 0 0 0 0 0 9 1 5 9 9 8 5 6 7 7 1 6 6 7 5 1 4 1 1 8 5 9 0 6 9 1 4 1 
                  56 |        lns |       open(improved) |      20032 |     0.00 |       7.13 |       N.A. | 7 7 7 0 0 0 0 1 1 1 4 4 4 3 3 3 3 3 3 3 2 5 6 9 2 2 6 6 6 5 8 8 5 5 5 9 9 8 8 8 6 6 6 5 5 5 2 8 8 5 
                  57 |        lns |       open(improved) |      12226 |     0.00 |       0.16 |       N.A. | 2 2 2 0 0 0 0 0 0 1 1 1 1 1 1 1 4 4 3 7 5 9 9 7 3 3 9 6 8 3 9 9 9 6 6 8 9 9 8 4 3 7 6 3 6 9 8 4 5 5 
                  58 |        lns |       open(improved) |      14179 |     0.00 |       0.13 |       N.A. | 9 9 9 9 7 7 1 1 1 1 8 8 8 8 8 8 4 4 4 0 3 4 4 0 6 6 5 5 2 2 6 3 0 0 0 6 5 3 5 3 5 5 5 3 2 2 2 0 0 3 
                  59 |        lns |       open(improved) |      18450 |     0.00 |     278.54 |       N.A. | 2 2 2 2 2 2 1 1 1 9 9 9 9 9 9 0 0 0 0 0 0 0 6 6 6 5 4 3 3 0 8 8 8 5 7 6 6 5 8 8 4 4 3 3 3 7 8 8 5 5 
                  60 |        lns |       open(improved) |      15101 |     0.00 |       9.38 |       N.A. | 1 1 1 1 1 8 8 8 8 0 0 0 0 0 0 9 9 9 9 9 4 2 2 5 5 2 2 4 6 6 3 3 3 7 4 4 3 3 3 3 2 5 3 7 4 4 2 3 3 2 
                  61 |        lns |       open(improved) |       9631 |     0.00 |       0.44 |       N.A. | 3 3 6 6 6 8 8 8 8 8 1 1 1 1 1 1 1 9 9 9 5 0 4 5 5 0 2 4 0 4 5 0 2 2 5 5 0 4 2 7 5 5 0 2 7 7 7 2 0 4 
                  62 |        lns |       open(improved) |      15226 |     0.00 |       2.64 |       N.A. | 6 4 4 4 4 4 1 1 1 1 1 1 1 9 9 9 9 9 9 9 9 7 2 2 3 8 5 7 7 3 3 5 2 2 0 5 5 2 0 0 3 3 3 5 2 2 2 0 5 5 
                  63 |        lns |       open(improved) |      15871 |     0.00 |     114.79 |       N.A. | 9 9 9 9 9 5 5 5 4 4 4 4 4 4 1 1 1 1 1 7 6 6 8 8 8 7 6 1 0 0 0 3 2 2 0 0 3 2 2 6 1 0 0 0 2 2 0 3 3 2 
                  64 |        lns |       open(improved) |      13296 |     0.00 |       0.18 |       N.A. | 2 2 2 2 2 2 8 8 8 8 8 8 8 8 1 1 1 1 1 9 7 1 4 9 0 0 0 9 7 4 4 3 7 3 5 6 9 0 9 4 6 3 3 6 1 4 4 6 9 7 
                  65 |        lns |       open(improved) |      13374 |     0.00 |       0.77 |       N.A. | 9 9 9 9 6 6 2 2 2 2 2 2 7 7 3 3 3 1 1 1 4 8 5 5 1 1 4 5 5 1 1 1 1 0 8 5 5 5 5 4 8 8 0 0 4 8 8 0 0 4 
                  66 |        lns |       open(improved) |       9765 |     0.00 |       0.06 |       N.A. | 7 7 7 7 6 6 6 6 6 6 6 4 4 4 4 4 4 4 1 1 3 3 3 5 5 5 9 0 0 0 0 0 5 2 1 1 9 0 0 5 3 8 1 9 2 0 0 8 2 2 
                  67 |        lns |       open(improved) |      14114 |     0.00 |       0.20 |       N.A. | 1 1 1 1 0 0 0 0 0 0 0 9 9 9 9 9 9 4 5 5 5 5 2 2 7 7 4 4 8 8 3 3 3 6 2 7 3 4 4 4 2 6 6 2 2 7 3 6 6 6 
                  68 |        lns |       open(improved) |      13795 |     0.00 |       0.19 |       N.A. | 3 3 3 3 3 3 3 9 9 9 9 9 0 0 0 1 1 1 2 2 7 6 6 6 6 7 2 2 5 7 4 8 5 5 2 2 2 7 6 6 6 7 1 1 1 8 5 2 2 7 
                  69 |        lns |       open(improved) |      12617 |     0.00 |       0.23 |       N.A. | 3 3 3 3 3 3 2 2 2 2 2 2 0 0 1 1 1 1 1 7 5 9 8 0 7 7 7 4 5 8 4 4 4 4 6 7 7 7 4 8 0 6 5 8 4 4 4 5 5 6 
                  70 |        lns |       open(improved) |      17418 |     0.00 |       3.89 |       N.A. | 6 6 6 6 1 1 1 1 1 1 1 1 1 2 2 2 2 2 5 5 7 3 2 9 4 8 8 3 3 9 9 9 7 7 4 8 8 8 8 4 4 4 0 4 8 8 8 0 7 3 
                  71 |        lns |       open(improved) |      15800 |     0.00 |      30.71 |       N.A. | 0 0 0 0 0 0 0 0 7 7 7 7 7 5 5 5 5 5 5 9 2 2 3 3 1 1 1 1 8 9 8 8 9 3 1 1 2 2 3 8 8 9 3 2 8 1 5 5 9 2 
                  72 |        lns |       open(improved) |      14373 |     0.00 |       0.90 |       N.A. | 1 1 1 1 1 5 5 5 5 5 5 0 0 0 9 9 9 7 2 2 6 6 8 3 3 7 7 6 8 8 2 2 2 4 4 6 2 2 0 0 0 9 3 7 8 8 2 2 4 6 
                  73 |        lns |       open(improved) |      15080 |     0.00 |       0.06 |       N.A. | 0 0 0 0 2 2 2 2 7 7 7 9 9 9 4 1 1 1 1 1 6 5 5 4 3 8 1 1 4 4 4 4 4 8 6 6 5 3 6 6 6 6 6 8 8 5 5 5 3 3 
                  74 |        lns |       open(improved) |      10735 |     0.00 |       0.11 |       N.A. | 5 5 5 5 5 5 5 5 0 0 0 0 0 0 0 0 0 9 9 9 1 1 6 3 3 1 1 8 6 6 4 7 7 4 2 6 3 3 2 8 6 3 3 1 8 2 4 1 8 2 
                  75 |        lns |       open(improved) |       9904 |     0.00 |     160.53 |       N.A. | 3 3 3 3 9 9 9 4 4 4 4 1 1 1 5 5 5 5 5 8 0 7 7 7 8 2 2 2 7 6 6 6 8 2 7 0 0 0 8 8 2 2 7 0 8 7 7 6 6 0 
                  76 |        lns |       open(improved) |      10061 |     0.00 |       3.57 |       N.A. | 5 5 5 5 5 5 5 5 2 2 2 1 9 9 9 9 9 8 8 8 8 6 3 7 1 1 4 0 3 3 7 7 0 7 7 3 4 6 0 0 3 3 3 7 0 8 6 4 1 0 
                  77 |        lns |       open(improved) |      11829 |     0.00 |       0.21 |       N.A. | 8 8 8 8 8 1 1 1 1 1 1 3 3 5 5 7 7 7 7 6 2 2 2 2 0 7 4 4 9 9 5 6 0 0 4 4 0 6 0 9 4 4 9 5 6 6 6 4 2 0 
                  78 |        lns |       open(improved) |      10463 |     0.00 |       4.36 |       N.A. | 9 9 9 9 9 8 8 8 8 1 1 1 1 1 1 1 4 2 2 2 6 7 5 5 5 5 5 6 6 6 3 5 6 4 4 4 4 4 3 3 0 0 0 6 4 3 3 5 0 0 
                  79 |        lns |       open(improved) |       8247 |     0.00 |       0.13 |       N.A. | 7 7 7 7 7 3 3 3 0 0 0 0 0 0 0 4 4 4 1 2 2 2 2 2 5 5 5 6 1 5 5 8 1 1 1 1 6 9 6 6 2 1 1 5 4 4 0 2 2 1 
                  80 |        lns |       open(improved) |       9934 |     0.00 |       0.15 |       N.A. | 9 9 9 9 9 9 7 7 7 7 2 2 2 2 2 2 2 3 3 3 8 5 5 5 3 3 1 4 4 1 6 5 5 0 1 1 5 3 5 5 0 0 0 1 6 6 6 0 0 1 
                  82 |        lns |       open(improved) |      13474 |     0.00 |       6.17 |       N.A. | 4 4 4 4 4 4 8 8 8 8 8 3 3 3 3 3 3 3 5 7 7 9 9 9 9 0 7 7 1 6 6 0 0 5 6 1 1 0 0 0 2 2 1 0 0 0 5 5 2 1 
                  81 |        lns |       open(improved) |      13165 |     0.00 |       0.14 |       N.A. | 5 5 5 5 5 9 9 9 3 3 0 0 0 0 8 8 8 2 2 2 6 7 7 4 1 6 6 2 2 2 2 6 1 6 4 1 7 7 7 4 4 6 6 4 1 1 6 6 4 4 
                  83 |        lns |       open(improved) |      15603 |     0.00 |       3.76 |       N.A. | 9 9 9 9 1 1 1 1 1 3 3 3 3 3 3 3 5 5 5 5 2 4 7 4 4 0 8 6 6 7 2 2 2 2 2 2 7 4 0 8 8 6 0 0 4 7 4 6 6 2 
                  84 |        lns |       open(improved) |      15586 |     0.00 |       0.62 |       N.A. | 7 7 7 1 1 1 1 1 1 4 4 4 4 4 3 6 6 6 6 6 2 2 0 3 2 8 4 5 0 0 8 8 0 0 5 6 6 2 8 0 9 9 6 5 0 3 8 2 2 0 
                  85 |        lns |       open(improved) |       9848 |     0.00 |       3.38 |       N.A. | 1 1 1 1 1 1 1 1 4 4 4 4 4 5 5 5 6 6 6 8 8 8 8 2 8 7 2 0 9 9 2 9 3 0 0 7 2 8 8 2 7 9 9 2 3 7 2 8 5 0 
                  86 |        lns |       open(improved) |       9987 |     0.00 |       0.42 |       N.A. | 7 7 8 8 8 8 8 8 2 2 2 2 2 2 3 3 3 3 9 9 5 1 1 4 9 9 4 6 6 6 6 6 0 0 4 1 1 5 4 1 1 9 4 4 3 3 0 0 2 1 
                  87 |        lns |       open(improved) |      21170 |     0.00 |       1.38 |       N.A. | 0 0 0 0 0 0 4 4 4 2 2 2 2 2 2 3 3 3 3 7 9 6 6 8 1 1 7 5 5 5 5 5 5 9 9 9 1 1 1 1 8 8 8 8 1 1 3 9 1 1 
                  88 |        lns |       open(improved) |      10997 |     0.00 |       0.56 |       N.A. | 0 0 0 0 0 0 0 7 7 1 1 1 1 1 6 6 6 6 6 5 3 2 9 5 5 6 6 8 8 3 9 9 2 5 9 8 6 5 3 9 8 9 4 3 2 2 5 9 3 4 
                  89 |        lns |       open(improved) |      14163 |     0.00 |       0.20 |       N.A. | 9 9 9 4 4 4 4 4 4 1 1 1 1 1 6 5 5 5 5 5 7 3 3 0 0 0 7 7 8 3 2 0 0 7 7 3 2 0 3 3 0 8 3 3 5 5 7 3 2 0 
                  90 |        lns |       open(improved) |      17149 |     0.00 |       9.51 |       N.A. | 9 9 9 0 0 0 0 1 1 1 4 2 2 2 2 2 2 8 4 4 4 4 4 2 3 6 6 5 5 5 8 3 5 5 8 8 6 6 6 7 7 8 8 3 3 6 7 5 5 3 
                  91 |        lns |       open(improved) |      10530 |     0.00 |       0.17 |       N.A. | 5 5 5 5 5 5 5 8 8 8 8 8 8 2 2 2 2 2 2 4 1 0 6 7 7 3 4 6 6 4 4 0 0 1 4 4 7 3 3 6 0 0 6 9 3 7 7 3 3 0 
                  92 |        lns |       open(improved) |      10353 |     0.00 |       0.05 |       N.A. | 4 4 4 4 7 7 7 7 7 3 3 3 3 0 0 0 0 0 5 5 5 9 2 5 9 8 2 5 5 1 8 8 2 6 6 6 1 1 9 2 2 8 8 6 1 2 2 2 6 1 
                  93 |        lns |       open(improved) |      13256 |     0.00 |       2.45 |       N.A. | 7 7 7 7 7 2 2 2 3 3 3 3 9 9 9 9 1 1 1 1 6 4 1 1 1 4 4 4 4 8 6 0 6 6 6 0 5 5 5 8 8 8 6 0 5 0 0 0 0 6 
                  94 |        lns |       open(improved) |      10169 |     0.00 |      45.53 |       N.A. | 2 2 2 2 2 2 6 6 6 6 0 0 0 0 0 5 5 7 7 7 7 8 8 8 9 9 3 3 3 3 8 8 1 4 4 4 4 8 9 9 8 1 4 8 8 3 1 1 9 3 
                  95 |        lns |       open(improved) |       9369 |     0.00 |       0.18 |       N.A. | 0 0 0 0 0 0 0 8 8 8 8 8 8 8 8 8 4 4 4 3 6 1 1 2 2 2 9 7 1 1 1 1 5 6 5 9 9 6 6 6 9 1 1 1 7 7 7 2 2 9 
                  96 |        lns |       open(improved) |      11596 |     0.00 |       0.09 |       N.A. | 0 0 0 0 0 0 2 2 2 2 2 2 2 2 8 8 8 8 8 7 5 8 1 7 7 9 1 5 6 6 3 3 9 9 1 3 3 6 6 5 5 5 9 1 6 3 6 6 1 1 
                  97 |        lns |       open(improved) |      14786 |     0.00 |       1.70 |       N.A. | 4 4 4 4 4 5 5 5 5 8 8 8 9 9 9 9 9 1 3 3 3 3 3 3 1 6 2 3 0 1 6 2 7 7 7 7 7 1 1 1 2 7 7 6 0 0 7 6 6 0 
                  98 |        lns |       open(improved) |      18083 |     0.00 |       1.02 |       N.A. | 4 4 4 0 0 0 0 0 0 0 6 6 6 2 2 2 3 3 3 3 8 8 8 8 8 6 7 7 7 1 5 5 5 1 1 1 5 9 9 9 7 8 5 6 7 3 3 5 5 1 
